iter	RMSE
526	188.2863925
527	188.2133843
528	188.1634816
529	188.0598129
530	187.9918057
531	187.9003781
532	187.7923914
533	187.749161
534	187.7046177
535	187.6435644
536	187.610363
537	187.426499
538	187.3843254
539	187.333786
540	187.2479853
541	187.1785504
542	187.1375548
543	187.0977325
544	187.0583693
545	186.9896527
546	186.9260719
547	186.8506997
548	186.7378338
549	186.7074052
550	186.5943569
551	186.5659211
552	186.5251582
553	186.4888774
554	186.4628193
555	186.433956
556	186.3723593
557	186.3134177
558	186.2818274
559	186.1826628
560	186.1079467
561	186.0793011
562	186.0402063
563	185.9873986
564	185.9356956
565	185.8655224
566	185.696767
567	185.6274282
568	185.5963797
569	185.5599735
570	185.4942352
571	185.4082785
572	185.3605005
573	185.3350648
574	185.2670476
575	185.2092533
576	185.1962133
577	185.1764339
578	185.1202854
579	184.9718483
580	184.9382988
581	184.8836339
582	184.8398952
583	184.7907187
584	184.7332069
585	184.7086155
586	184.6717827
587	184.6014423
588	184.5626205
589	184.5066927
590	184.4662273
591	184.4362552
592	184.3957583
593	184.3449139
594	184.2725848
595	184.247314
596	184.1847806
597	184.139535
598	184.0473748
599	183.9440444
600	183.8874536
601	183.8512593
602	183.8252351
603	183.7868347
604	183.7198099
605	183.6673103
606	183.6148004
607	183.5912088
608	183.5065366
609	183.4357028
610	183.362985
611	183.2181384
612	183.1752727
613	183.0740141
614	183.0192103
615	182.9469573
616	182.8707756
617	182.82249
618	182.736314
619	182.6593386
620	182.6168406
621	182.571017
622	182.5166603
623	182.4762319
624	182.4440558
625	182.3864472
626	182.2730981
627	182.1832695
628	182.1294083
629	182.0487328
630	181.9796548
631	181.9311952
632	181.9012524
633	181.8572587
634	181.8303713
635	181.7927553
636	181.7307024
637	181.6790616
638	181.6413192
639	181.6218007
640	181.5529531
641	181.5129479
642	181.4400002
643	181.3864454
644	181.3500083
645	181.2581544
646	181.1666281
647	181.1312501
648	181.0595822
649	180.9483758
650	180.9340201
651	180.9173792
652	180.8579619
653	180.8275211
654	180.7518467
655	180.7349577
656	180.6971726
657	180.6255824
658	180.5624573
659	180.5303335
660	180.4950272
661	180.4454879
662	180.3960531
663	180.3571927
664	180.2940845
665	180.260127
666	180.2246028
667	180.1586007
668	180.122034
669	180.0861826
670	180.0496304
671	180.0082846
672	179.9738055
673	179.9382631
674	179.9165932
675	179.8780797
676	179.8425661
677	179.7662637
678	179.7426019
679	179.7265166
680	179.7054315
681	179.6629314
682	179.6268184
683	179.5504306
684	179.5245884
685	179.4764469
686	179.4251937
687	179.3765234
688	179.3243605
689	179.2904939
690	179.2437412
691	179.1698264
692	179.1489101
693	179.0660177
694	179.0124877
695	178.9748686
696	178.9477799
697	178.9254942
698	178.8599683
699	178.8349214
700	178.7919334
701	178.7721224
702	178.7495968
703	178.6476962
704	178.5869381
705	178.5188683
706	178.4714279
707	178.4237975
708	178.3998857
709	178.3496827
710	178.3345524
711	178.2804013
712	178.2304277
713	178.1877474
714	178.1584151
715	178.0981354
716	178.0729311
717	178.0261948
718	177.9941985
719	177.9597322
720	177.8586171
721	177.8077298
722	177.7763167
723	177.7530299
724	177.7108384
725	177.602908
726	177.5853172
727	177.56895
728	177.5375911
729	177.4688396
730	177.4203545
731	177.4068301
732	177.3022235
733	177.2628849
734	177.2099363
735	177.1828248
736	177.1550067
737	177.1139008
738	177.0677614
739	177.0283894
740	176.9933581
741	176.9493848
742	176.8779243
743	176.8609288
744	176.8082274
745	176.7685182
746	176.6755717
747	176.6324212
748	176.61163
749	176.5766166
750	176.5312027
751	176.5026521
752	176.4677819
753	176.3896932
754	176.3462841
755	176.304294
756	176.2196963
757	176.2029009
758	176.1474439
759	176.111407
760	176.0687463
761	176.030077
762	175.9847528
763	175.9039842
764	175.8778822
765	175.8425943
766	175.8018104
767	175.7662517
768	175.7167439
769	175.6755479
770	175.6350943
771	175.5992656
772	175.5771705
773	175.5034692
774	175.475302
775	175.4559397
776	175.4275152
777	175.3985236
778	175.3592515
779	175.3209339
780	175.2891799
781	175.2508119
782	175.221453
783	175.1649863
784	175.0991784
785	175.061058
786	175.006031
787	174.9591403
788	174.9397519
789	174.9152785
790	174.8840909
791	174.826927
792	174.7559585
793	174.6445693
794	174.5998122
795	174.5549713
796	174.4748773
797	174.4013949
798	174.3881185
799	174.3393518
800	174.3164366
801	174.2594226
802	174.2327645
803	174.1598998
804	174.1226516
805	174.0838319
806	174.0392008
807	173.9690457
808	173.9491239
809	173.9195822
810	173.8850721
811	173.8336439
812	173.7911207
813	173.714503
814	173.6402544
815	173.6163165
816	173.5784845
817	173.5366103
818	173.518419
819	173.4610122
820	173.4195234
821	173.2707429
822	173.241659
823	173.1999473
824	173.1744303
825	173.1443577
826	173.0698004
827	173.0156312
828	172.9799365
829	172.938637
830	172.9013493
831	172.8813484
832	172.809579
833	172.7700219
834	172.7392812
835	172.6785319
836	172.6391634
837	172.6088837
838	172.5893172
839	172.5393854
840	172.5016171
841	172.4308111
842	172.3902208
843	172.3702905
844	172.3445258
845	172.3214641
846	172.2984342
847	172.2711241
848	172.2050343
849	172.1676554
850	172.1425515
851	172.1163047
852	172.0512946
853	172.0297011
854	172.0139352
855	172.0001625
856	171.976011
857	171.9279275
858	171.893965
859	171.8499244
860	171.8225586
861	171.7932165
862	171.768142
863	171.7429023
864	171.7271961
865	171.7037832
866	171.6648829
867	171.652106
868	171.6271858
869	171.6006444
870	171.5559818
871	171.5209145
872	171.4984114
873	171.4700578
874	171.417013
875	171.3884467
876	171.353587
877	171.3124905
878	171.2814769
879	171.2546454
880	171.2432498
881	171.2202005
882	171.1955364
883	171.1631897
884	171.1165237
885	171.0948391
886	171.0554328
887	171.0409343
888	170.9782495
889	170.9408585
890	170.9023743
891	170.8883617
892	170.8413932
893	170.806481
894	170.7842107
895	170.7356346
896	170.6780551
897	170.6643585
898	170.6419994
899	170.6270842
900	170.6071232
901	170.5640463
902	170.5506018
903	170.5157637
904	170.4921003
905	170.4506256
906	170.3740287
907	170.3564519
908	170.3063823
909	170.261008
910	170.242441
911	170.2137912
912	170.168204
913	170.1431643
914	170.1122837
915	170.0839535
916	170.0555294
917	169.9998979
918	169.9821201
919	169.9672025
920	169.93379
921	169.9008467
922	169.8564925
923	169.8283382
924	169.8010701
925	169.7818139
926	169.7701415
927	169.7314805
928	169.6761406
929	169.6429873
930	169.5930888
931	169.5737985
932	169.5376083
933	169.4918015
934	169.4527669
935	169.4279957
936	169.3830954
937	169.3537401
938	169.3286834
939	169.2911206
940	169.2472084
941	169.216642
942	169.1962356
943	169.1702301
944	169.1364995
945	169.1083171
946	169.0414039
947	169.005237
948	168.9734376
949	168.9269478
950	168.9054245
951	168.8629763
952	168.8052273
953	168.7499585
954	168.7173889
955	168.7038073
956	168.6426077
957	168.6169451
958	168.5801417
959	168.549098
960	168.5031875
961	168.4866279
962	168.4653967
963	168.4418736
964	168.4328487
965	168.391309
966	168.3216684
967	168.2776675
968	168.1980254
969	168.1739493
970	168.1545035
971	168.1261885
972	168.092927
973	168.0689186
974	168.0494141
975	168.0105952
976	167.9758474
977	167.9472485
978	167.9130915
979	167.8793117
980	167.8562102
981	167.7781915
982	167.7273529
983	167.7009689
984	167.6643237
985	167.6388961
986	167.6159921
987	167.5788382
988	167.5561117
989	167.5184254
990	167.482797
991	167.4431044
992	167.4236977
993	167.3881495
994	167.3403003
995	167.2790734
996	167.24899
997	167.2252747
998	167.2016618
999	167.1716924
